Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,IIIF Manifest URL
Work,1952-01 (vol. 12 | no. 118),ihc_fundamentos_195201,ark:/21198/z1351bbj,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23t1x,Open,,,,enero de 1952|~|1952-01,1952-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1351bbj/manifest
Work,1952-02 (vol. 12 | no. 119),ihc_fundamentos_195202,ark:/21198/z1zd0txr,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df9htg,Open,,,,febrero de 1952|~|1952-02,1952-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zd0txr/manifest
Work,1952-03 (vol. 12 | no. 120),ihc_fundamentos_195203,ark:/21198/z1tn035c,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v57qb,Open,,,,marzo de 1952|~|1952-03,1952-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tn035c/manifest
Work,1952-05-01 (vol. 12 | no. 121),ihc_fundamentos_19520501,ark:/21198/z1k38kmb,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r816t3,Open,,,Edición especial,primero de mayo de 1952|~|1952-05,1952-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k38kmb/manifest
Work,1952-05 (vol. 12 | no. 122),ihc_fundamentos_195205,ark:/21198/z1pv9bdn,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6xpk,Open,,,,mayo de 1952|~|1952-05,1952-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv9bdn/manifest
Work,1952-06 (vol. 12 | no. 123),ihc_fundamentos_195206,ark:/21198/z1fb7twm,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322nj9,Open,,,Edition number was corrected from 223 to 123,junio de 1952|~|1952-06,1952-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb7twm/manifest
Work,1952-07 (vol. 12 | no. 124),ihc_fundamentos_195207,ark:/21198/z19k737k,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf8mq3,Open,,,,julio de 1952|~|1952-07,1952-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k737k/manifest
Work,1952-08 (vol. 12 | no. 125),ihc_fundamentos_195208,ark:/21198/z15x51x5,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv4bkh,Open,,,,agosto de 1952|~|1952-08,1952-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x51x5/manifest
Work,1952-09 (vol. 12 | no. 126),ihc_fundamentos_195209,ark:/21198/z1254982,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8rt5,Open,,,,septiembre de 1952|~|1952-09,1952-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1254982/manifest
Work,1952-10 (vol. 12 | no. 127),ihc_fundamentos_195210,ark:/21198/z1xd3sqg,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4qxm,Open,,,,octubre de 1952|~|1952-10,1952-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd3sqg/manifest
Work,1952-11 (vol. 12 | no. 128),ihc_fundamentos_195211,ark:/21198/z1sn3210,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f50fv7,Open,,,,noviembre de 1952|~|1952-11,1952-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn3210/manifest
Work,1952-12 (vol. 12 | no. 129),ihc_fundamentos_195212,ark:/21198/z1nw297c,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j65n6,Open,,,,diciembre de 1952|~|1952-12,1952-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,101 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw297c/manifest
Work,1953-01 (vol. 13 | no. 130),ihc_fundamentos_195301,ark:/21198/z1j41jhz,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0nct,Open,,,,enero de 1953|~|1953-01,1953-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j41jhz/manifest
Work,1953-02 (vol. 13 | no. 131),ihc_fundamentos_195302,ark:/21198/z1dc0swk,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t6c67,Open,,,,febrero de 1953|~|1953-02,1953-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dc0swk/manifest
Work,1953-03 (vol. 13 | no. 132),ihc_fundamentos_195303,ark:/21198/z18p8rh4,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb11s6,Open,,,,marzo de 1953|~|1953-03,1953-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p8rh4/manifest
Work,1953-04 (vol. 13 | no. 133),ihc_fundamentos_195304,ark:/21198/z14x80t7,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6rnp,Open,,,,abril de 1953|~|1953-04,1953-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x80t7/manifest
Work,1953-05 (vol. 13 | no. 134),ihc_fundamentos_195305,ark:/21198/z1157837,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1642gfh,Open,,,,mayo de 1953|~|1953-05,1953-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1157837/manifest
Work,1953-06 (vol. 13 | no. 135),ihc_fundamentos_195306,ark:/21198/z1wd6rk3,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh8fkv,Open,,,,junio de 1953|~|1953-06,1953-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd6rk3/manifest
Work,1953-07 (vol. 13 | no. 136),ihc_fundamentos_195307,ark:/21198/z1rn60t9,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx45f8,Open,,,,julio de 1953|~|1953-07,1953-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,95 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn60t9/manifest
Work,1954-03 (vol. 14 | no. 136),ihc_fundamentos_195403,ark:/21198/z1mw584f,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b30n2s,Open,,,Missing pages 30-31,marzo de 1954|~|1954-03,1954-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,53 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw584f/manifest
Work,1954-04 (vol. 14 | no. 137),ihc_fundamentos_195404,ark:/21198/z1h44hhc,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx674m,Open,,,,abril de 1954|~|1954-04,1954-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,59 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h44hhc/manifest
Work,1954-06 (vol. 14 | no. 139),ihc_fundamentos_195406,ark:/21198/z1cg2g2k,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9jxj,Open,,,,junio de 1954|~|1954-06,1954-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg2g2k/manifest
Work,1954-08 (vol. 14 | no. 140),ihc_fundamentos_195408,ark:/21198/z17q1qf6,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m35nh0,Open,,,"Missing pages 46-47, 48-49",agosto de 1954|~|1954-08,1954-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q1qf6/manifest
Work,1954-09 (vol. 14 | no. 141),ihc_fundamentos_195409,ark:/21198/z13z0zp1,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z10d7,Open,,,,septiembre de 1954|~|1954-09,1954-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,68 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z0zp1/manifest
Work,1954-12 (vol. 14 | no. 142),ihc_fundamentos_195412,ark:/21198/z10606z0,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qk092w,Open,,,Missing pages 374-375,diciembre de 1954|~|1954-12,1954-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,68 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10606z0/manifest
Work,1955-05 (vol. 15 | no. 143),ihc_fundamentos_195505,ark:/21198/z1vd9qd8,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b59bgj,Open,,,,mayo de 1955|~|1955-05,1955-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,111 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd9qd8/manifest
Work,1955-08 (vol. 15 | no. 144),ihc_fundamentos_195508,ark:/21198/z1qn8zrf,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8rxh,Open,,,,agosto de 1955|~|1955-08,1955-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,69 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn8zrf/manifest
Work,1956-02 (vol. 16 | no. 145),ihc_fundamentos_195602,ark:/21198/z1kw872z,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k679vt,Open,,,Issue corrected from no. 144 to no. 145,febrero de 1956|~|1956-02,1956-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,50 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw872z/manifest
Work,1956-04 (vol. 16 | no. 146),ihc_fundamentos_195604,ark:/21198/z1g765qd,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk452b,Open,,,,abril de 1956|~|1956-04,1956-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,58 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g765qd/manifest
Work,1956-08 (vol. 16 | no. 147),ihc_fundamentos_195608,ark:/21198/z1bg5f20,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw87tt,Open,,,,agosto de 1956|~|1956-08,1956-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,80 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg5f20/manifest
Work,"1956-09, 1956-11 (vol. 16 | no. 148)",ihc_fundamentos_195609_195611,ark:/21198/z16q4p8c,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21rdg,Open,,,,septiembre-noviembre 1956|~|1956-09/1956-11,1956-09/1956-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,48 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q4p8c/manifest
Work,"1956-12, 1957-06 (vol. 16 | no. 149)",ihc_fundamentos_195612_195706,ark:/21198/z12z3xk3,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b30n37,Open,,,,diciembre 1956-junio 1957|~|1956-12/1957-06,1956-12/1957-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,42 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z3xk3/manifest
Work,"1959-02 (vol. 19 | no, 150)",ihc_fundamentos_195902,ark:/21198/z1z63f1m,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md1rtv,Open,,,,febrero de 1959|~|1959-02,1959-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,102 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z63f1m/manifest
Work,1959-03 (vol. 19 | no. 151),ihc_fundamentos_195903,ark:/21198/z1tf2pcs,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4pn9,Open,,,,marzo de 1959|~|1959-03,1959-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2pcs/manifest
Work,1959-04 (vol. 19 | no. 152),ihc_fundamentos_195904,ark:/21198/z1ps0mxk,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj1df1,Open,,,,abril de 1959|~|1959-04,1959-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,98 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ps0mxk/manifest
Work,1959-05 (vol. 19 | no. 153),ihc_fundamentos_195905,ark:/21198/z1k09w9c,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c56cmx,Open,,,,mayo de 1959|~|1959-05,1959-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k09w9c/manifest
