Object Type,Title,Item ARK,Parent ARK,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.director,Name.editor,Subject,Contributer.ChiefEditor,IIIF Manifest URL
Work,1951-12-30 (vol. 02 | no. 15),ark:/21198/z16q4r4d,ark:/21198/z1710v9s,ihc_ultimahora_19511230,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs8pfb,open,,,"Redacción y Administractión: Cienfuegos 72|~|Regarding the date, the ""de"" after ""30"" and before ""diciembre"" is missing. Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.",30 diciembre de 1951|~|1951-12-30,1951-12-30,,,,,3 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q4r4d/manifest
Work,1952-01-01 (vol. 02 | no. 16),ark:/21198/z12z40fh,ark:/21198/z1710v9s,ihc_ultimahora_19520101,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm54q1,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,1ro. de enero de 1952|~|1952-01-01,1952-01-01,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z40fh/manifest
Work,1952-01-03 (vol. 02 | no. 17),ark:/21198/z1z63gw7,ark:/21198/z1710v9s,ihc_ultimahora_19520103,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s20wmj,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,3 de enero de 1952|~|1952-01-03,1952-01-03,,,,,8 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z63gw7/manifest
Work,1952-01-04 (vol. 02 | no. 18),ark:/21198/z1tf2r5x,ark:/21198/z1710v9s,ihc_ultimahora_19520104,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r52jtk,open,,,No volume or issue no. listed. Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,4 de enero de 1952|~|1952-01-04,1952-01-04,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2r5x/manifest
Work,1952-01-05 (vol. 02 | no. 19),ark:/21198/z1pp20hg,ark:/21198/z1710v9s,ihc_ultimahora_19520105,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1739jzp,open,,,Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Pages 1-4 aren't scanned fully; half pages. Text is faded/blurry throughout.,5 de enero de 1952|~|1952-01-05,1952-01-05,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp20hg/manifest
Work,1952-01-06 (vol. 02 | no. 20),ark:/21198/z1jx17sr,ark:/21198/z1710v9s,ihc_ultimahora_19520106,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55hr3,open,,,Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Visible tears on creases and edges of pages. Pages 1-4 aren't scanned fully; half pages.Text is faded/blurry throughout.,6 de enero de 1952|~|1952-01-06,1952-01-06,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx17sr/manifest
Work,1952-02-07 (vol. 02 | no. 1),ark:/21198/z1f796dm,ark:/21198/z1710v9s,ihc_ultimahora_19520207,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1642hsd,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",febrero 7 de 1952|~|1952-02-07,1952-02-07,,,,,48 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f796dm/manifest
Work,1952-02-14 (vol. 02 | no. 2),ark:/21198/z19g8fqb,ark:/21198/z1710v9s,ihc_ultimahora_19520214,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10890c0,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|No date is listed in the text however the file names were already dated.Text is faded/blurry throughout.",febrero 14 de 1952|~|1952-02-14,1952-02-14,,,,,52 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g8fqb/manifest
Work,1952-02-21 (vol. 02 | no. 3),ark:/21198/z15q7pz5,ark:/21198/z1710v9s,ihc_ultimahora_19520221,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h1dtn,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",febrero 21 de 1952|~|1952-02-21,1952-02-21,,,,,50 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q7pz5/manifest
Work,1952-02-28 (vol. 02 | no. 4),ark:/21198/z11z6z7v,ark:/21198/z1710v9s,ihc_ultimahora_19520228,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46n4n,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|There are lines drawn in pen/marker drawn across the pages. Text is faded/blurry throughout.",febrero 28 de 1952|~|1952-02-28,1952-02-28,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z6z7v/manifest
Work,1952-03-06 (vol. 02 | no. 5),ark:/21198/z1x66frv,ark:/21198/z1710v9s,ihc_ultimahora_19520306,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1710vjx,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",marzo 6 de 1952|~|1952-03-06,1952-03-06,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x66frv/manifest
Work,1952-03-13 (vol. 02 | no. 6),ark:/21198/z1sf5q1j,ark:/21198/z1710v9s,ihc_ultimahora_19520313,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5j30,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",marzo 13 de 1952|~|1952-03-13,1952-03-13,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf5q1j/manifest
Work,1952-03-20 (vol. 02 | no. 7),ark:/21198/z1np4z8c,ark:/21198/z1710v9s,ihc_ultimahora_19520320,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx1819,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",marzo 20 de 1952|~|1952-03-20,1952-03-20,,,,,47 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4z8c/manifest
Work,1952-03-27 (vol. 02 | no. 8),ark:/21198/z1j12x21,ark:/21198/z1710v9s,ihc_ultimahora_19520327,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq9rx3,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",marzo 27 de 1952|~|1952-03-27,1952-03-27,,,,,48 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j12x21/manifest
Work,1952-04-03 (vol. 02 | no. 9),ark:/21198/z1d825bp,ark:/21198/z1710v9s,ihc_ultimahora_19520403,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w67fb,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",abril 3 de 1952|~|1952-04-03,1952-04-03,,,,,48 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d825bp/manifest
Work,1952-04-10 (vol. 02 | no. 10),ark:/21198/z18h1dmz,ark:/21198/z1710v9s,ihc_ultimahora_19520410,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322q1d,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Issue no. too faded to read. Text is faded/blurry throughout.",abril 10 de 1952|~|1952-04-10,1952-04-10,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Lamparilla y Mercaderes,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h1dmz/manifest
Work,1952-04-17 (vol. 02 | no. 11),ark:/21198/z14r0ntb,ark:/21198/z1710v9s,ihc_ultimahora_19520417,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj7ck2,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",abril 17 de 1952|~|1952-04-17,1952-04-17,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14r0ntb/manifest
Work,1952-05-01 (vol. 02 | no. 13),ark:/21198/z10z9x4x,ark:/21198/z1710v9s,ihc_ultimahora_19520501,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz33fg,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",mayo 1 de 1952|~|1952-05-01,1952-05-01,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z9x4x/manifest
Work,1952-05-08 (vol. 02 | no. 14),ark:/21198/z1w69dmg,ark:/21198/z1710v9s,ihc_ultimahora_19520508,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt7k26,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",mayo 8 de 1952|~|1952-05-08,1952-05-08,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w69dmg/manifest
Work,1952-05-20 (),ark:/21198/z1rf8nx6,ark:/21198/z1710v9s,ihc_ultimahora_19520520,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1skt,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|No volume or issue no. listed. Text is faded/blurry throughout.",mayo 20 de 1952|~|1952-05-20,1952-05-20,,,,,53 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf8nx6/manifest
Work,1952-05-27 (),ark:/21198/z1ms6mnn,ark:/21198/z1710v9s,ihc_ultimahora_19520527,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d53g25,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|No volume or issue no. listed. No date is listed in the text however the file names were already dated. Text is faded/blurry throughout.",mayo 27 de 1952|~|1952-05-27,1952-05-27,,,,,40 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms6mnn/manifest
Work,1952-05-29 (vol. 02 | no. 17),ark:/21198/z1h15vws,ark:/21198/z1710v9s,ihc_ultimahora_19520529,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796zts,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|The number ""17"" is written in pencil/pen in the right top corner of the cover page. Text is faded/blurry throughout.",mayo 29 de 1952|~|1952-05-29,1952-05-29,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h15vws/manifest
Work,1952-06-05 (vol. 02 | no. 18),ark:/21198/z1c8545v,ark:/21198/z1710v9s,ihc_ultimahora_19520605,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n61fgw,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",junio 5 de 1952|~|1952-06-05,1952-06-05,,,,,50 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c8545v/manifest
Work,1952-06-12 (vol. 02 | no. 19),ark:/21198/z17h4cc7,ark:/21198/z1710v9s,ihc_ultimahora_19520612,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x5426,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",junio 12 de 1952|~|1952-06-12,1952-06-12,,,,,53 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h4cc7/manifest
Work,1952-06-19 (vol. 02 | no. 20),ark:/21198/z13r3mpz,ark:/21198/z1710v9s,ihc_ultimahora_19520619,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b8838m,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Visible tears on edges of pages. Text is faded/blurry throughout.",junio 19 de 1952|~|1952-06-19,1952-06-19,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r3mpz/manifest
Work,1952-06-26 (vol. 02 | no. 21),ark:/21198/z1002w0d,ark:/21198/z1710v9s,ihc_ultimahora_19520626,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r818dj,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",junio 26 de 1952|~|1952-06-26,1952-06-26,,,,,50 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1002w0d/manifest
Work,1952-07-03 (vol. 02 | no. 22),ark:/21198/z1v72ch3,ark:/21198/z1710v9s,ihc_ultimahora_19520703,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w67h7,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",julio 3 de 1952|~|1952-07-03,1952-07-03,,,,,50 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v72ch3/manifest
Work,1952-07-10 (vol. 02 | no. 23),ark:/21198/z1qk0b46,ark:/21198/z1710v9s,ihc_ultimahora_19520710,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj1fvt,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",julio 10 de 1952|~|1952-07-10,1952-07-10,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qk0b46/manifest
Work,1952-07-17 (vol. 02 | no. 24),ark:/21198/z1ks9kfc,ark:/21198/z1710v9s,ihc_ultimahora_19520717,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h4cqq,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",julio 17 de 1952|~|1952-07-17,1952-07-17,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks9kfc/manifest
Work,1952-07-24 (vol. 02 | no. 25),ark:/21198/z1g18tph,ark:/21198/z1710v9s,ihc_ultimahora_19520724,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx0bvm,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",julio 24 de 1952|~|1952-07-24,1952-07-24,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g18tph/manifest
Work,1952-07-31 (vol. 02 | no. 26),ark:/21198/z1b882z5,ark:/21198/z1710v9s,ihc_ultimahora_19520731,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s4k6v,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",julio 31 de 1952|~|1952-07-31,1952-07-31,,,,,51 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b882z5/manifest
Work,1952-08-07 (vol. 02 | no. 27),ark:/21198/z16h7b7v,ark:/21198/z1710v9s,ihc_ultimahora_19520807,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn91zb,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",agosto 7 de 1952|~|1952-08-07,1952-08-07,,,,,50 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16h7b7v/manifest
Work,1952-08-14 (vol. 02 | no. 28),ark:/21198/z12r6kjk,ark:/21198/z1710v9s,ihc_ultimahora_19520814,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2qfs,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",agosto 11 de 1952|~|1952-08-14,1952-08-14,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12r6kjk/manifest
Work,1952-08-21 (vol. 02 | no. 29),ark:/21198/z1z0631j,ark:/21198/z1710v9s,ihc_ultimahora_19520821,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs8pmk,open,,,"Redacción y Administractión: Mercaderes 209, altos|~|Text is faded/blurry throughout.",agosto 21 de 1952|~|1952-08-21,1952-08-21,,,,,49 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio","Martinez, Vicente|~|Talleres Lamparilla y Mercaderes",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,"Martinez, Vicente",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z0631j/manifest
